Datum,Inflation_Gesamt,Inflation_Restaurants_Hotels,Inflation_Transport,ECDC_Europa_Inzidenz,CentralEurope_Temp,HolidayDestination_Temp,CentralEurope_Sunshine,HolidayDestination_Sunshine,CentralEurope_Precipitation,HolidayDestination_Precipitation
2023-06-22,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.137901655355088,1.5415858704895644,1.1229958428813611,0.8667677523913865,1.4474542096428422,0.6574610805720217,-0.6034868053302461
2023-06-23,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.137901655355088,1.2503655851136228,1.1978602479295142,0.5578877102710412,1.4078464701449451,1.823190707459801,-0.6742370356253431
2023-06-26,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.2742828345019641,1.3522926849952022,1.3176432960065594,1.896367892792538,1.4078464701449451,-0.5446975971560006,-0.6742370356253431
2023-06-27,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.2742828345019641,0.944584285468884,1.302670414996929,0.6351077208011278,1.2890232516512525,-0.28969424127429894,-0.6742370356253431
2023-06-28,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.2742828345019641,0.944584285468884,1.2876975339872982,0.8152877453713291,1.130592293659663,-0.5811266479962438,-0.6742370356253431
2023-06-29,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.2742828345019641,1.133877470963246,1.2128331289391452,1.0212077734515597,1.3682387306470478,-0.690413800516973,-0.07286007811701846
2023-06-30,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.2742828345019641,1.0756334138880574,0.973267032785055,0.5321477067610125,1.3286309911491498,0.4024577246903201,0.7761426854241457
2023-07-03,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.3506562948242147,1.0465113853504635,1.152941604900623,0.9954677699415304,1.2890232516512525,-0.7268428513572162,-0.6742370356253431
2023-07-04,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.3506562948242147,1.0610723996192606,1.167914485910253,1.4073078261019913,1.3682387306470478,-0.3625523429547851,0.06864038247317564
2023-07-05,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.3506562948242147,0.944584285468884,1.1229958428813611,1.1756477945117323,1.2494155121533554,2.7703460293061215,-0.6034868053302461
2023-07-06,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.3506562948242147,1.0319503710816667,1.2128331289391452,1.7419278717323654,1.130592293659663,-0.5811266479962438,-0.35586099929740656
2023-07-07,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.3506562948242147,1.3814147135327963,1.3625619390354513,2.025067910342682,1.4474542096428422,-0.9089881055584317,-0.6388619204777946
2023-07-10,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.405208766482965,1.7163180417151291,1.6919653212473247,1.8191478822624518,1.4870619491407395,-0.5811266479962438,-0.6742370356253431
2023-07-11,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.405208766482965,1.730879055983926,1.7818026073051085,1.8191478822624518,1.4870619491407395,-0.7268428513572162,-0.6742370356253431
2023-07-12,-0.6150431901589624,-0.2801890209042276,-1.0119243596956877,-1.405208766482965,1.6289519561023464,1.6620195592280635,1.304347812061876,1.2098077726554581,-0.18040708875356962,-0.6742370356253431
