survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Austria,2023-W43,ILIconsultationrate,5-14,1345.2
primary care syndromic,Austria,2023-W43,ILIconsultationrate,65+,1742.4
primary care syndromic,Austria,2023-W43,ILIconsultationrate,total,2094.0
primary care syndromic,Austria,2023-W42,ILIconsultationrate,0-4,1161.6
primary care syndromic,Austria,2023-W42,ILIconsultationrate,15-64,3112.5
primary care syndromic,Austria,2023-W42,ILIconsultationrate,5-14,1118.3
primary care syndromic,Austria,2023-W42,ILIconsultationrate,65+,1140.6
primary care syndromic,Austria,2023-W42,ILIconsultationrate,total,2114.8
primary care syndromic,Austria,2023-W41,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,2023-W41,ILIconsultationrate,15-64,2593.7
primary care syndromic,Austria,2023-W41,ILIconsultationrate,5-14,1418.2
primary care syndromic,Austria,2023-W41,ILIconsultationrate,65+,848.8
primary care syndromic,Austria,2023-W41,ILIconsultationrate,total,1968.7
primary care syndromic,Austria,2023-W40,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,2023-W40,ILIconsultationrate,15-64,2294.9
primary care syndromic,Austria,2023-W40,ILIconsultationrate,5-14,0.0
primary care syndromic,Austria,2023-W40,ILIconsultationrate,65+,106.1
primary care syndromic,Austria,2023-W40,ILIconsultationrate,total,1467.7
primary care syndromic,Austria,2023-W13,ILIconsultationrate,0-4,2762.4
primary care syndromic,Austria,2023-W13,ILIconsultationrate,15-64,2986.3
primary care syndromic,Austria,2023-W13,ILIconsultationrate,5-14,1267.3
primary care syndromic,Austria,2023-W13,ILIconsultationrate,65+,434.5
primary care syndromic,Austria,2023-W13,ILIconsultationrate,total,2285.2
primary care syndromic,Austria,2023-W12,ILIconsultationrate,0-4,8052.6
primary care syndromic,Austria,2023-W12,ILIconsultationrate,15-64,3116.0
primary care syndromic,Austria,2023-W12,ILIconsultationrate,5-14,4382.3
primary care syndromic,Austria,2023-W12,ILIconsultationrate,65+,546.6
primary care syndromic,Austria,2023-W12,ILIconsultationrate,total,3255.0
primary care syndromic,Austria,2023-W11,ILIconsultationrate,0-4,5485.4
primary care syndromic,Austria,2023-W11,ILIconsultationrate,15-64,3332.6
primary care syndromic,Austria,2023-W11,ILIconsultationrate,5-14,2475.2
primary care syndromic,Austria,2023-W11,ILIconsultationrate,65+,380.2
primary care syndromic,Austria,2023-W11,ILIconsultationrate,total,2899.8
primary care syndromic,Austria,2023-W10,ILIconsultationrate,0-4,5564.3
primary care syndromic,Austria,2023-W10,ILIconsultationrate,15-64,3590.2
primary care syndromic,Austria,2023-W10,ILIconsultationrate,5-14,3009.9
primary care syndromic,Austria,2023-W10,ILIconsultationrate,65+,581.5
primary care syndromic,Austria,2023-W10,ILIconsultationrate,total,3172.8
primary care syndromic,Austria,2023-W09,ILIconsultationrate,0-4,10576.2
primary care syndromic,Austria,2023-W09,ILIconsultationrate,15-64,3248.8
primary care syndromic,Austria,2023-W09,ILIconsultationrate,5-14,4752.5
primary care syndromic,Austria,2023-W09,ILIconsultationrate,65+,404.0
primary care syndromic,Austria,2023-W09,ILIconsultationrate,total,3298.5
primary care syndromic,Austria,2023-W08,ILIconsultationrate,0-4,7024.5
primary care syndromic,Austria,2023-W08,ILIconsultationrate,15-64,3144.0
primary care syndromic,Austria,2023-W08,ILIconsultationrate,5-14,4237.6
primary care syndromic,Austria,2023-W08,ILIconsultationrate,65+,1259.5
primary care syndromic,Austria,2023-W08,ILIconsultationrate,total,3132.7
primary care syndromic,Austria,2023-W07,ILIconsultationrate,0-4,4459.4
primary care syndromic,Austria,2023-W07,ILIconsultationrate,15-64,2932.7
primary care syndromic,Austria,2023-W07,ILIconsultationrate,5-14,1742.6
primary care syndromic,Austria,2023-W07,ILIconsultationrate,65+,581.5
primary care syndromic,Austria,2023-W07,ILIconsultationrate,total,2468.5
primary care syndromic,Austria,2023-W06,ILIconsultationrate,0-4,4735.6
primary care syndromic,Austria,2023-W06,ILIconsultationrate,15-64,2176.9
primary care syndromic,Austria,2023-W06,ILIconsultationrate,5-14,1584.2
primary care syndromic,Austria,2023-W06,ILIconsultationrate,65+,1380.8
primary care syndromic,Austria,2023-W06,ILIconsultationrate,total,2160.4
primary care syndromic,Austria,2023-W05,ILIconsultationrate,0-4,4222.6
primary care syndromic,Austria,2023-W05,ILIconsultationrate,15-64,2294.8
primary care syndromic,Austria,2023-W05,ILIconsultationrate,5-14,1722.8
primary care syndromic,Austria,2023-W05,ILIconsultationrate,65+,492.1
primary care syndromic,Austria,2023-W05,ILIconsultationrate,total,2072.4
primary care syndromic,Austria,2023-W04,ILIconsultationrate,0-4,4341.0
primary care syndromic,Austria,2023-W04,ILIconsultationrate,15-64,2188.6
primary care syndromic,Austria,2023-W04,ILIconsultationrate,5-14,2237.6
primary care syndromic,Austria,2023-W04,ILIconsultationrate,65+,760.5
primary care syndromic,Austria,2023-W04,ILIconsultationrate,total,2140.1
primary care syndromic,Austria,2023-W03,ILIconsultationrate,0-4,4183.1
primary care syndromic,Austria,2023-W03,ILIconsultationrate,15-64,2482.8
primary care syndromic,Austria,2023-W03,ILIconsultationrate,5-14,1960.4
primary care syndromic,Austria,2023-W03,ILIconsultationrate,65+,1721.0
primary care syndromic,Austria,2023-W03,ILIconsultationrate,total,2410.6
primary care syndromic,Austria,2023-W02,ILIconsultationrate,0-4,4301.5
primary care syndromic,Austria,2023-W02,ILIconsultationrate,15-64,3554.7
primary care syndromic,Austria,2023-W02,ILIconsultationrate,5-14,1782.2
primary care syndromic,Austria,2023-W02,ILIconsultationrate,65+,912.5
primary care syndromic,Austria,2023-W02,ILIconsultationrate,total,2853.9
primary care syndromic,Austria,2023-W01,ILIconsultationrate,0-4,3314.9
primary care syndromic,Austria,2023-W01,ILIconsultationrate,15-64,3848.6
primary care syndromic,Austria,2023-W01,ILIconsultationrate,5-14,1782.2
primary care syndromic,Austria,2023-W01,ILIconsultationrate,65+,1846.8
primary care syndromic,Austria,2023-W01,ILIconsultationrate,total,3043.3
primary care syndromic,Belgium,2026-W20,ARIconsultationrate,0-4,794.3
primary care syndromic,Belgium,2026-W20,ARIconsultationrate,15-64,399.3
primary care syndromic,Belgium,2026-W20,ARIconsultationrate,5-14,471.9
primary care syndromic,Belgium,2026-W20,ARIconsultationrate,65+,220.4
primary care syndromic,Belgium,2026-W20,ARIconsultationrate,total,393.4
primary care syndromic,Belgium,2026-W19,ARIconsultationrate,0-4,1518.0
primary care syndromic,Belgium,2026-W19,ARIconsultationrate,15-64,502.4
primary care syndromic,Belgium,2026-W19,ARIconsultationrate,5-14,475.7
primary care syndromic,Belgium,2026-W19,ARIconsultationrate,65+,483.6
primary care syndromic,Belgium,2026-W19,ARIconsultationrate,total,547.0
primary care syndromic,Belgium,2026-W18,ARIconsultationrate,0-4,1319.2
primary care syndromic,Belgium,2026-W18,ARIconsultationrate,15-64,470.4
primary care syndromic,Belgium,2026-W18,ARIconsultationrate,5-14,296.2
primary care syndromic,Belgium,2026-W18,ARIconsultationrate,65+,339.7
primary care syndromic,Belgium,2026-W18,ARIconsultationrate,total,467.6
primary care syndromic,Belgium,2026-W17,ARIconsultationrate,0-4,1574.8
primary care syndromic,Belgium,2026-W17,ARIconsultationrate,15-64,470.3
primary care syndromic,Belgium,2026-W17,ARIconsultationrate,5-14,651.0
primary care syndromic,Belgium,2026-W17,ARIconsultationrate,65+,361.4
primary care syndromic,Belgium,2026-W17,ARIconsultationrate,total,525.4
primary care syndromic,Belgium,2026-W16,ARIconsultationrate,0-4,1910.4
primary care syndromic,Belgium,2026-W16,ARIconsultationrate,15-64,610.3
primary care syndromic,Belgium,2026-W16,ARIconsultationrate,5-14,914.6
primary care syndromic,Belgium,2026-W16,ARIconsultationrate,65+,511.8
primary care syndromic,Belgium,2026-W16,ARIconsultationrate,total,691.1
primary care syndromic,Belgium,2026-W15,ARIconsultationrate,0-4,1773.9
primary care syndromic,Belgium,2026-W15,ARIconsultationrate,15-64,587.6
primary care syndromic,Belgium,2026-W15,ARIconsultationrate,5-14,619.6
primary care syndromic,Belgium,2026-W15,ARIconsultationrate,65+,414.0
primary care syndromic,Belgium,2026-W15,ARIconsultationrate,total,616.5
primary care syndromic,Belgium,2026-W14,ARIconsultationrate,0-4,1959.6
primary care syndromic,Belgium,2026-W14,ARIconsultationrate,15-64,710.1
primary care syndromic,Belgium,2026-W14,ARIconsultationrate,5-14,1077.6
primary care syndromic,Belgium,2026-W14,ARIconsultationrate,65+,402.3
primary care syndromic,Belgium,2026-W14,ARIconsultationrate,total,754.4
primary care syndromic,Belgium,2026-W13,ARIconsultationrate,0-4,1884.0
primary care syndromic,Belgium,2026-W13,ARIconsultationrate,15-64,675.8
primary care syndromic,Belgium,2026-W13,ARIconsultationrate,5-14,1149.6
primary care syndromic,Belgium,2026-W13,ARIconsultationrate,65+,507.9
primary care syndromic,Belgium,2026-W13,ARIconsultationrate,total,757.9
primary care syndromic,Belgium,2026-W12,ARIconsultationrate,0-4,2104.9
primary care syndromic,Belgium,2026-W12,ARIconsultationrate,15-64,710.1
primary care syndromic,Belgium,2026-W12,ARIconsultationrate,5-14,895.3
primary care syndromic,Belgium,2026-W12,ARIconsultationrate,65+,477.1
primary care syndromic,Belgium,2026-W12,ARIconsultationrate,total,756.8
primary care syndromic,Belgium,2026-W11,ARIconsultationrate,0-4,2276.8
primary care syndromic,Belgium,2026-W11,ARIconsultationrate,15-64,565.9
primary care syndromic,Belgium,2026-W11,ARIconsultationrate,5-14,986.5
primary care syndromic,Belgium,2026-W11,ARIconsultationrate,65+,409.2
primary care syndromic,Belgium,2026-W11,ARIconsultationrate,total,668.1
primary care syndromic,Belgium,2026-W10,ARIconsultationrate,0-4,2011.7
primary care syndromic,Belgium,2026-W10,ARIconsultationrate,15-64,669.6
primary care syndromic,Belgium,2026-W10,ARIconsultationrate,5-14,756.1
primary care syndromic,Belgium,2026-W10,ARIconsultationrate,65+,519.3
primary care syndromic,Belgium,2026-W10,ARIconsultationrate,total,717.6
primary care syndromic,Belgium,2026-W09,ARIconsultationrate,0-4,1568.2
primary care syndromic,Belgium,2026-W09,ARIconsultationrate,15-64,640.5
primary care syndromic,Belgium,2026-W09,ARIconsultationrate,5-14,591.1
primary care syndromic,Belgium,2026-W09,ARIconsultationrate,65+,465.6
primary care syndromic,Belgium,2026-W09,ARIconsultationrate,total,646.3
primary care syndromic,Belgium,2026-W08,ARIconsultationrate,0-4,2005.4
primary care syndromic,Belgium,2026-W08,ARIconsultationrate,15-64,687.5
primary care syndromic,Belgium,2026-W08,ARIconsultationrate,5-14,681.9
primary care syndromic,Belgium,2026-W08,ARIconsultationrate,65+,505.4
primary care syndromic,Belgium,2026-W08,ARIconsultationrate,total,716.6
primary care syndromic,Belgium,2026-W07,ARIconsultationrate,0-4,2658.8
primary care syndromic,Belgium,2026-W07,ARIconsultationrate,15-64,716.9
primary care syndromic,Belgium,2026-W07,ARIconsultationrate,5-14,1248.8
primary care syndromic,Belgium,2026-W07,ARIconsultationrate,65+,592.1
primary care syndromic,Belgium,2026-W07,ARIconsultationrate,total,850.2
primary care syndromic,Belgium,2026-W06,ARIconsultationrate,0-4,2932.6
primary care syndromic,Belgium,2026-W06,ARIconsultationrate,15-64,810.6
primary care syndromic,Belgium,2026-W06,ARIconsultationrate,5-14,1450.4
primary care syndromic,Belgium,2026-W06,ARIconsultationrate,65+,689.8
primary care syndromic,Belgium,2026-W06,ARIconsultationrate,total,967.0
primary care syndromic,Belgium,2026-W05,ARIconsultationrate,0-4,2949.2
primary care syndromic,Belgium,2026-W05,ARIconsultationrate,15-64,823.7
primary care syndromic,Belgium,2026-W05,ARIconsultationrate,5-14,1711.5
primary care syndromic,Belgium,2026-W05,ARIconsultationrate,65+,679.5
primary care syndromic,Belgium,2026-W05,ARIconsultationrate,total,1004.3
primary care syndromic,Belgium,2026-W04,ARIconsultationrate,0-4,2672.7
primary care syndromic,Belgium,2026-W04,ARIconsultationrate,15-64,945.4
primary care syndromic,Belgium,2026-W04,ARIconsultationrate,5-14,1367.6
primary care syndromic,Belgium,2026-W04,ARIconsultationrate,65+,562.8
primary care syndromic,Belgium,2026-W04,ARIconsultationrate,total,1004.1
primary care syndromic,Belgium,2026-W03,ARIconsultationrate,0-4,2889.1
primary care syndromic,Belgium,2026-W03,ARIconsultationrate,15-64,878.1
primary care syndromic,Belgium,2026-W03,ARIconsultationrate,5-14,1394.2
primary care syndromic,Belgium,2026-W03,ARIconsultationrate,65+,819.1
primary care syndromic,Belgium,2026-W03,ARIconsultationrate,total,1025.3
primary care syndromic,Belgium,2026-W02,ARIconsultationrate,0-4,1782.9
primary care syndromic,Belgium,2026-W02,ARIconsultationrate,15-64,1088.0
primary care syndromic,Belgium,2026-W02,ARIconsultationrate,5-14,1220.9
primary care syndromic,Belgium,2026-W02,ARIconsultationrate,65+,822.7
primary care syndromic,Belgium,2026-W02,ARIconsultationrate,total,1086.1
primary care syndromic,Belgium,2026-W01,ARIconsultationrate,0-4,3046.6
primary care syndromic,Belgium,2026-W01,ARIconsultationrate,15-64,709.3
primary care syndromic,Belgium,2026-W01,ARIconsultationrate,5-14,856.2
primary care syndromic,Belgium,2026-W01,ARIconsultationrate,65+,886.9
primary care syndromic,Belgium,2026-W01,ARIconsultationrate,total,717.6
primary care syndromic,Belgium,2025-W52,ARIconsultationrate,0-4,2199.3
primary care syndromic,Belgium,2025-W52,ARIconsultationrate,15-64,587.4
primary care syndromic,Belgium,2025-W52,ARIconsultationrate,5-14,728.3
primary care syndromic,Belgium,2025-W52,ARIconsultationrate,65+,471.9
primary care syndromic,Belgium,2025-W52,ARIconsultationrate,total,553.0
primary care syndromic,Belgium,2025-W51,ARIconsultationrate,0-4,4055.0
primary care syndromic,Belgium,2025-W51,ARIconsultationrate,15-64,915.4
primary care syndromic,Belgium,2025-W51,ARIconsultationrate,5-14,1358.9
primary care syndromic,Belgium,2025-W51,ARIconsultationrate,65+,811.2
primary care syndromic,Belgium,2025-W51,ARIconsultationrate,total,960.0
primary care syndromic,Belgium,2025-W50,ARIconsultationrate,0-4,3331.2
primary care syndromic,Belgium,2025-W50,ARIconsultationrate,15-64,1144.3
primary care syndromic,Belgium,2025-W50,ARIconsultationrate,5-14,1799.7
primary care syndromic,Belgium,2025-W50,ARIconsultationrate,65+,787.8
primary care syndromic,Belgium,2025-W50,ARIconsultationrate,total,1043.4
primary care syndromic,Belgium,2025-W49,ARIconsultationrate,0-4,4462.7
primary care syndromic,Belgium,2025-W49,ARIconsultationrate,15-64,1122.5
primary care syndromic,Belgium,2025-W49,ARIconsultationrate,5-14,1717.4
primary care syndromic,Belgium,2025-W49,ARIconsultationrate,65+,959.7
primary care syndromic,Belgium,2025-W49,ARIconsultationrate,total,1105.8
primary care syndromic,Belgium,2025-W48,ARIconsultationrate,0-4,3501.9
primary care syndromic,Belgium,2025-W48,ARIconsultationrate,15-64,1165.4
primary care syndromic,Belgium,2025-W48,ARIconsultationrate,5-14,1927.4
primary care syndromic,Belgium,2025-W48,ARIconsultationrate,65+,823.2
primary care syndromic,Belgium,2025-W48,ARIconsultationrate,total,1057.8
primary care syndromic,Belgium,2025-W47,ARIconsultationrate,0-4,3178.9
primary care syndromic,Belgium,2025-W47,ARIconsultationrate,15-64,947.5
primary care syndromic,Belgium,2025-W47,ARIconsultationrate,5-14,1539.4
primary care syndromic,Belgium,2025-W47,ARIconsultationrate,65+,771.6
primary care syndromic,Belgium,2025-W47,ARIconsultationrate,total,898.0
primary care syndromic,Belgium,2025-W46,ARIconsultationrate,0-4,2695.9
primary care syndromic,Belgium,2025-W46,ARIconsultationrate,15-64,730.7
primary care syndromic,Belgium,2025-W46,ARIconsultationrate,5-14,1051.6
primary care syndromic,Belgium,2025-W46,ARIconsultationrate,65+,620.7
primary care syndromic,Belgium,2025-W46,ARIconsultationrate,total,686.7
primary care syndromic,Belgium,2025-W45,ARIconsultationrate,0-4,2043.7
primary care syndromic,Belgium,2025-W45,ARIconsultationrate,15-64,766.4
primary care syndromic,Belgium,2025-W45,ARIconsultationrate,5-14,674.9
primary care syndromic,Belgium,2025-W45,ARIconsultationrate,65+,657.2
primary care syndromic,Belgium,2025-W45,ARIconsultationrate,total,678.2
primary care syndromic,Belgium,2025-W44,ARIconsultationrate,0-4,2481.6
primary care syndromic,Belgium,2025-W44,ARIconsultationrate,15-64,894.4
primary care syndromic,Belgium,2025-W44,ARIconsultationrate,5-14,628.6
primary care syndromic,Belgium,2025-W44,ARIconsultationrate,65+,595.3
primary care syndromic,Belgium,2025-W44,ARIconsultationrate,total,723.7
primary care syndromic,Belgium,2025-W43,ARIconsultationrate,0-4,3033.2
primary care syndromic,Belgium,2025-W43,ARIconsultationrate,15-64,1002.8
primary care syndromic,Belgium,2025-W43,ARIconsultationrate,5-14,1146.3
primary care syndromic,Belgium,2025-W43,ARIconsultationrate,65+,751.0
primary care syndromic,Belgium,2025-W43,ARIconsultationrate,total,911.4
primary care syndromic,Belgium,2025-W42,ARIconsultationrate,0-4,2573.7
primary care syndromic,Belgium,2025-W42,ARIconsultationrate,15-64,1047.8
primary care syndromic,Belgium,2025-W42,ARIconsultationrate,5-14,1364.2
primary care syndromic,Belgium,2025-W42,ARIconsultationrate,65+,726.8
primary care syndromic,Belgium,2025-W42,ARIconsultationrate,total,902.6
primary care syndromic,Belgium,2025-W41,ARIconsultationrate,0-4,3022.4
primary care syndromic,Belgium,2025-W41,ARIconsultationrate,15-64,1173.9
primary care syndromic,Belgium,2025-W41,ARIconsultationrate,5-14,1607.2
primary care syndromic,Belgium,2025-W41,ARIconsultationrate,65+,670.5
primary care syndromic,Belgium,2025-W41,ARIconsultationrate,total,1015.2
primary care syndromic,Belgium,2025-W40,ARIconsultationrate,0-4,2469.1
primary care syndromic,Belgium,2025-W40,ARIconsultationrate,15-64,1173.4
primary care syndromic,Belgium,2025-W40,ARIconsultationrate,5-14,1335.4
